Year,Value
1960,..
1961,16730306
1962,29261250
1963,34122307
1964,28504578
1965,32228771
1966,38663261
1967,30080426
1968,34413439
1969,35922333
1970,28560715
1971,38859750
1972,35466355
1973,36600202
1974,30864826
1975,37107574
1976,44710278
1977,42239008
1978,41895782
1979,35955000
1980,41364700
1981,50862200
1982,53333208
1983,47447208
1984,42793504
1985,48239300
1986,56964700
1987,51635200
1988,35494200
1989,48089308
1990,56806235
1991,53852300
1992,49642650
1993,51483100
1994,46618500
1995,49344200
1996,58494100
1997,49606900
1998,50984500
1999,54112600
2000,51090400
2001,43391400
2002,36046900
2003,49197200
2004,50778200
2005,50962400
2006,48577300
2007,48005300
2008,56030400
2009,49691900
2010,46122200
2011,48337200
2012,51846500
2013,66535401
2014,51683501
2015,53563000
2016,58905767.63
2017,56770935
2018,58726900
2019,61473900
2020,65314300
2021,47546138
2022,65040432
2023,59240420.77
2024,..
2025,..
