Year,Value
1960,..
1961,..
1962,..
1963,..
1964,..
1965,..
1966,..
1967,..
1968,..
1969,..
1970,..
1971,..
1972,..
1973,..
1974,..
1975,..
1976,..
1977,..
1978,..
1979,..
1980,..
1981,..
1982,..
1983,..
1984,..
1985,..
1986,..
1987,..
1988,..
1989,..
1990,..
1991,..
1992,..
1993,..
1994,..
1995,..
1996,..
1997,..
1998,..
1999,..
2000,1.8
2001,1.8
2002,1.8
2003,1.8
2004,1.8
2005,1.8
2006,1.8
2007,1.8
2008,1.9
2009,1.9
2010,1.9
2011,2
2012,2.1
2013,2.1
2014,2.2
2015,2.3
2016,2.4
2017,2.5
2018,2.6
2019,2.7
2020,2.8
2021,3
2022,3.1
2023,3.3
2024,3.4
2025,..
