Year,Value
1960,..
1961,..
1962,..
1963,..
1964,..
1965,..
1966,..
1967,..
1968,..
1969,..
1970,..
1971,..
1972,..
1973,..
1974,..
1975,..
1976,..
1977,..
1978,..
1979,..
1980,..
1981,..
1982,..
1983,..
1984,..
1985,..
1986,..
1987,..
1988,..
1989,..
1990,..
1991,..
1992,..
1993,..
1994,..
1995,..
1996,..
1997,..
1998,..
1999,..
2000,..
2001,..
2002,..
2003,..
2004,..
2005,..
2006,73.1638565063477
2007,65.0945816040039
2008,64.2319030761719
2009,65.1632614135742
2010,63.9494094848633
2011,61.1593399047852
2012,61.4763717651367
2013,57.4533500671387
2014,56.4586296081543
2015,55.9963912963867
2016,56.816349029541
2017,57.0048599243164
2018,58.7113494873047
2019,59.5410499572754
2020,..
2021,..
2022,..
2023,..
2024,..
2025,..
