Year,Value
1960,..
1961,..
1962,..
1963,..
1964,..
1965,..
1966,..
1967,..
1968,..
1969,..
1970,..
1971,..
1972,..
1973,..
1974,..
1975,..
1976,..
1977,..
1978,..
1979,..
1980,..
1981,..
1982,..
1983,..
1984,..
1985,..
1986,..
1987,..
1988,..
1989,..
1990,..
1991,..
1992,..
1993,..
1994,..
1995,..
1996,..
1997,..
1998,..
1999,..
2000,..
2001,..
2002,..
2003,..
2004,..
2005,..
2006,..
2007,..
2008,..
2009,..
2010,1756.03985286235
2011,3057.22404057116
2012,4060.48725847102
2013,3835.99011166993
2014,4388.29787234043
2015,4980.37052658901
2016,5182.25039619651
2017,5950.25954908189
2018,11222.1531368951
2019,16353.0233041722
2020,29147.9820627803
2021,5762.53779882467
2022,5182.21564163093
2023,26561.5159232181
2024,26673.1133405858
2025,..
