Year,Value
1960,..
1961,..
1962,..
1963,..
1964,..
1965,..
1966,..
1967,..
1968,..
1969,..
1970,..
1971,..
1972,..
1973,..
1974,..
1975,..
1976,..
1977,..
1978,..
1979,..
1980,..
1981,..
1982,..
1983,..
1984,..
1985,..
1986,..
1987,..
1988,..
1989,..
1990,..
1991,..
1992,..
1993,..
1994,..
1995,..
1996,..
1997,..
1998,..
1999,..
2000,..
2001,..
2002,..
2003,..
2004,..
2005,..
2006,..
2007,..
2008,95.6800003051758
2009,96.0899963378906
2010,96.2110464926395
2011,96.0922623567045
2012,96.3337950671633
2013,96.8441096892754
2014,96.8872749997238
2015,97.1098153491795
2016,97.2865513827782
2017,..
2018,..
2019,99.4000118171822
2020,99.2922286714969
2021,99.4108899772944
2022,93.2015686035156
2023,99.3329743281096
2024,..
2025,..
