Year,Value
1960,..
1961,..
1962,..
1963,..
1964,..
1965,..
1966,..
1967,..
1968,..
1969,..
1970,..
1971,..
1972,..
1973,..
1974,..
1975,..
1976,..
1977,..
1978,..
1979,..
1980,..
1981,..
1982,..
1983,..
1984,..
1985,..
1986,..
1987,..
1988,..
1989,..
1990,..
1991,..
1992,..
1993,..
1994,..
1995,..
1996,..
1997,..
1998,..
1999,..
2000,..
2001,10.3041666666667
2002,10.6525
2003,11.9925
2004,15.3858333333333
2005,14.6
2006,12.615
2007,10.92
2008,3.23500000000003
2009,4.005
2010,5.045
2011,4.95583333333334
2012,5.03916666666667
2013,5.645
2014,6.135
2015,6.35833333333333
2016,5.82416666666667
2017,6.29083333333333
2018,5.045
2019,5.4275
2020,6.16541666666667
2021,6.2025
2022,6.14083333333334
2023,5.4275
2024,5.83166666666667
2025,..
