Year,Value
1960,..
1961,..
1962,..
1963,..
1964,..
1965,..
1966,..
1967,..
1968,..
1969,..
1970,..
1971,..
1972,..
1973,..
1974,..
1975,..
1976,..
1977,..
1978,..
1979,..
1980,..
1981,..
1982,..
1983,..
1984,..
1985,..
1986,..
1987,..
1988,..
1989,..
1990,..
1991,..
1992,..
1993,..
1994,..
1995,..
1996,..
1997,..
1998,..
1999,..
2000,..
2001,..
2002,..
2003,..
2004,..
2005,..
2006,..
2007,..
2008,..
2009,..
2010,21039119680
2011,26611248120
2012,31035353730
2013,36832294910
2014,36610917480
2015,38870019040
2016,31308345300
2017,32284349710
2018,40575298790
2019,42841871130
2020,45671334340
2021,61876261730
2022,58981339160
2023,54073714190
2024,77494274110
2025,..
