Year,Value
1960,..
1961,..
1962,..
1963,..
1964,..
1965,..
1966,..
1967,..
1968,..
1969,..
1970,..
1971,..
1972,..
1973,..
1974,..
1975,..
1976,..
1977,..
1978,..
1979,..
1980,..
1981,..
1982,..
1983,..
1984,..
1985,..
1986,..
1987,..
1988,..
1989,..
1990,..
1991,..
1992,..
1993,..
1994,..
1995,..
1996,..
1997,..
1998,..
1999,..
2000,..
2001,..
2002,..
2003,..
2004,..
2005,..
2006,..
2007,..
2008,..
2009,..
2010,..
2011,194393769000
2012,210789039700
2013,234544014800
2014,258920407100
2015,278658925200
2016,284740171800
2017,282762223300
2018,287572603000
2019,296541315300
2020,287824390400
2021,297535666600
2022,316789188500
2023,325978000000
2024,337931000000
2025,..
