Year,Value
1960,..
1961,..
1962,..
1963,..
1964,..
1965,..
1966,..
1967,..
1968,..
1969,..
1970,..
1971,..
1972,..
1973,..
1974,..
1975,..
1976,..
1977,..
1978,..
1979,..
1980,..
1981,..
1982,..
1983,..
1984,..
1985,..
1986,..
1987,..
1988,..
1989,..
1990,..
1991,..
1992,..
1993,..
1994,..
1995,..
1996,..
1997,..
1998,..
1999,..
2000,0
2001,0
2002,0
2003,5.30681818181818
2004,5.13186813186813
2005,4.67
2006,4.49038461538462
2007,20.2020202020202
2008,20.6185567010309
2009,20.6185567010309
2010,20
2011,9.85221674876847
2012,8.51063829787234
2013,7.43494423791822
2014,6.99300699300699
2015,77.8068965517241
2016,76.7482993197279
2017,75.7181208053691
2018,70.5125
2019,67.1547619047619
2020,66.7573964497041
2021,54.3710843373494
2022,..
2023,..
2024,..
2025,..
