Year,Value
1960,..
1961,..
1962,..
1963,..
1964,..
1965,..
1966,..
1967,..
1968,..
1969,..
1970,..
1971,..
1972,..
1973,..
1974,..
1975,..
1976,..
1977,..
1978,..
1979,..
1980,..
1981,..
1982,..
1983,..
1984,..
1985,..
1986,..
1987,..
1988,..
1989,..
1990,..
1991,..
1992,..
1993,..
1994,..
1995,..
1996,..
1997,..
1998,..
1999,..
2000,..
2001,..
2002,..
2003,..
2004,..
2005,..
2006,..
2007,..
2008,..
2009,..
2010,..
2011,4678.55424744002
2012,4228.75300746227
2013,45463.5822451958
2014,29672.5816068945
2015,6821.68800078783
2016,234.20281964181
2017,13951.9848592951
2018,..
2019,..
2020,..
2021,17616.4863142928
2022,..
2023,1435.56569946842
2024,162.847420963939
2025,..
