Year,Value
1960,..
1961,..
1962,..
1963,..
1964,..
1965,..
1966,..
1967,..
1968,..
1969,..
1970,..
1971,..
1972,..
1973,..
1974,..
1975,..
1976,..
1977,..
1978,..
1979,..
1980,..
1981,..
1982,..
1983,..
1984,..
1985,..
1986,..
1987,..
1988,..
1989,..
1990,..
1991,..
1992,..
1993,..
1994,..
1995,..
1996,..
1997,..
1998,..
1999,..
2000,40
2001,40
2002,40
2003,40
2004,41
2005,40
2006,40
2007,41
2008,41
2009,41
2010,41
2011,42
2012,44
2013,46
2014,48
2015,48
2016,45
2017,44
2018,40
2019,43
2020,45
2021,39
2022,45
2023,45
2024,..
2025,..
