Year,Value
1960,..
1961,..
1962,..
1963,..
1964,..
1965,..
1966,..
1967,..
1968,..
1969,..
1970,..
1971,..
1972,..
1973,..
1974,..
1975,..
1976,..
1977,..
1978,..
1979,..
1980,..
1981,..
1982,..
1983,..
1984,..
1985,..
1986,..
1987,..
1988,..
1989,..
1990,..
1991,..
1992,..
1993,..
1994,..
1995,..
1996,..
1997,..
1998,..
1999,..
2000,..
2001,19999.9995529652
2002,400000.005960464
2003,730000.019073486
2004,..
2005,..
2006,19999.9995529652
2007,219999.998807907
2008,9999.99977648258
2009,419999.986886978
2010,9999.99977648258
2011,270000.010728836
2012,180000.007152557
2013,70000.0002980232
2014,70000.0002980232
2015,167225.003242493
2016,..
2017,7102.00006142259
2018,..
2019,33247.9998469353
2020,..
2021,2595.99997662008
2022,25991.0002350807
2023,72820.0003504753
2024,..
2025,..
