Year,Value
1960,32500
1961,34300
1962,35000
1963,39800
1964,40800
1965,43500
1966,46200
1967,49100
1968,55700
1969,60300
1970,63476
1971,70937
1972,76319
1973,84121
1974,89941
1975,94484
1976,96166
1977,93203
1978,95929
1979,96183
1980,99636
1981,99853
1982,100068
1983,100348
1984,100600
1985,100760
1986,100842
1987,100901
1988,100952
1989,101041
1990,103963
1991,104807
1992,105712
1993,106578
1994,107318
1995,107818
1996,108095
1997,108357
1998,108537
1999,108599
2000,108642
2001,108549
2002,108509
2003,108505
2004,108466
2005,108453
2006,108369
2007,108337
2008,108397
2009,108404
2010,108357
2011,108290
2012,108188
2013,108041
2014,107882
2015,107712
2016,107516
2017,107281
2018,107001
2019,106669
2020,106290
2021,105870
2022,105413
2023,104917
2024,104377
2025,..
