Year,Value
1960,..
1961,..
1962,..
1963,..
1964,..
1965,..
1966,..
1967,..
1968,..
1969,..
1970,..
1971,..
1972,..
1973,..
1974,..
1975,..
1976,..
1977,..
1978,..
1979,..
1980,..
1981,..
1982,..
1983,..
1984,..
1985,..
1986,..
1987,..
1988,..
1989,..
1990,..
1991,..
1992,..
1993,..
1994,..
1995,..
1996,3.83
1997,8.89
1998,8.03
1999,9.71
2000,5.31
2001,2.44
2002,1.04
2003,3.86
2004,2.64
2005,3.06
2006,6.59
2007,4.57
2008,2.86
2009,3.78
2010,9.27
2011,7.3
2012,4.37
2013,4.01
2014,8.02
2015,13.72
2016,14.96
2017,10.91
2018,15.31
2019,13.43
2020,15.67
2021,14.22
2022,11.06
2023,..
2024,..
2025,..
