Year,Value
1960,..
1961,..
1962,..
1963,..
1964,..
1965,..
1966,..
1967,..
1968,..
1969,..
1970,..
1971,..
1972,..
1973,..
1974,..
1975,..
1976,..
1977,..
1978,..
1979,..
1980,..
1981,..
1982,..
1983,..
1984,..
1985,..
1986,..
1987,..
1988,..
1989,..
1990,..
1991,..
1992,..
1993,..
1994,..
1995,..
1996,..
1997,..
1998,..
1999,..
2000,26
2001,27
2002,28
2003,130
2004,30
2005,31
2006,34
2007,36
2008,39
2009,41
2010,43
2011,45
2012,46
2013,48
2014,49
2015,51
2016,53
2017,55
2018,58
2019,61
2020,62
2021,63
2022,63
2023,63
2024,63
2025,..
