Year,Value
1960,..
1961,..
1962,..
1963,..
1964,..
1965,..
1966,..
1967,..
1968,..
1969,..
1970,..
1971,..
1972,..
1973,..
1974,..
1975,..
1976,..
1977,..
1978,..
1979,..
1980,11
1981,13
1982,12
1983,10
1984,6
1985,33
1986,42
1987,35
1988,28
1989,52
1990,41
1991,43
1992,45
1993,52
1994,58
1995,64
1996,61
1997,58
1998,61
1999,77
2000,75
2001,71
2002,77
2003,88
2004,84
2005,85
2006,83
2007,84
2008,88
2009,93
2010,91
2011,95
2012,93
2013,86
2014,85
2015,89
2016,87
2017,84
2018,83
2019,75
2020,68
2021,70
2022,69
2023,67
2024,59
2025,..
