Year,Value
1960,..
1961,..
1962,..
1963,..
1964,..
1965,..
1966,..
1967,..
1968,..
1969,..
1970,..
1971,..
1972,..
1973,..
1974,..
1975,..
1976,..
1977,..
1978,..
1979,..
1980,..
1981,..
1982,..
1983,..
1984,..
1985,..
1986,..
1987,..
1988,..
1989,..
1990,..
1991,..
1992,..
1993,..
1994,..
1995,..
1996,..
1997,..
1998,..
1999,..
2000,..
2001,..
2002,..
2003,..
2004,..
2005,..
2006,..
2007,..
2008,..
2009,..
2010,..
2011,0.513112570470269
2012,1.1184327130801
2013,1.24030832744018
2014,1.21116738712015
2015,1.23916379621613
2016,1.36728826709537
2017,1.382947480851
2018,1.4520802144821
2019,..
2020,..
2021,..
2022,..
2023,..
2024,..
2025,..
