Year,Value
1960,..
1961,..
1962,..
1963,..
1964,..
1965,..
1966,..
1967,..
1968,..
1969,..
1970,..
1971,..
1972,..
1973,..
1974,..
1975,..
1976,..
1977,..
1978,..
1979,..
1980,..
1981,..
1982,..
1983,..
1984,..
1985,..
1986,..
1987,..
1988,..
1989,..
1990,..
1991,..
1992,..
1993,..
1994,..
1995,..
1996,..
1997,..
1998,..
1999,..
2000,..
2001,..
2002,..
2003,..
2004,..
2005,..
2006,..
2007,..
2008,..
2009,..
2010,..
2011,..
2012,..
2013,14.9506042467062
2014,15.2132403594085
2015,15.0035193003074
2016,14.9041199815819
2017,15.1288580936407
2018,14.9669934398644
2019,15.1117640378248
2020,15.376921388502
2021,15.7943117503873
2022,15.8673258947028
2023,16.0780830687328
2024,16.4442551348079
2025,..
