Year,Value
1960,..
1961,..
1962,..
1963,..
1964,..
1965,..
1966,..
1967,..
1968,..
1969,..
1970,..
1971,..
1972,..
1973,..
1974,..
1975,..
1976,..
1977,..
1978,..
1979,..
1980,..
1981,..
1982,..
1983,..
1984,..
1985,..
1986,..
1987,..
1988,..
1989,..
1990,..
1991,..
1992,..
1993,..
1994,..
1995,..
1996,..
1997,..
1998,0.295256124092335
1999,0.505574280528909
2000,0.526270488275726
2001,0.314086509172138
2002,0.562761046383821
2003,0.169422482270817
2004,0.175788799288373
2005,0.171951214243436
2006,0.156223035631568
2007,0.222048657057468
2008,0.105970448285296
2009,0.21029282555778
2010,0.348878182205119
2011,0.261098136548853
2012,0.259589386135357
2013,0.254118232490116
2014,0.254118232511282
2015,..
2016,..
2017,..
2018,..
2019,..
2020,..
2021,..
2022,..
2023,..
2024,..
2025,..
