Year,Value
1960,..
1961,..
1962,..
1963,..
1964,..
1965,..
1966,..
1967,..
1968,..
1969,..
1970,..
1971,..
1972,..
1973,..
1974,..
1975,..
1976,..
1977,..
1978,..
1979,..
1980,..
1981,..
1982,..
1983,..
1984,..
1985,..
1986,..
1987,..
1988,..
1989,..
1990,..
1991,..
1992,..
1993,..
1994,..
1995,..
1996,..
1997,..
1998,..
1999,..
2000,30
2001,29
2002,31
2003,31
2004,33
2005,34
2006,34
2007,35
2008,35
2009,35
2010,34
2011,36
2012,36
2013,37
2014,38
2015,37
2016,37
2017,37
2018,37
2019,38
2020,38
2021,38
2022,38
2023,38
2024,..
2025,..
