Year,Value
1960,..
1961,..
1962,..
1963,..
1964,..
1965,..
1966,..
1967,..
1968,..
1969,..
1970,..
1971,..
1972,..
1973,..
1974,..
1975,..
1976,..
1977,..
1978,..
1979,..
1980,..
1981,..
1982,..
1983,..
1984,..
1985,..
1986,..
1987,..
1988,..
1989,..
1990,..
1991,..
1992,8.1
1993,5.1
1994,..
1995,14.5
1996,15.2
1997,..
1998,..
1999,24.8
2000,..
2001,..
2002,6.3
2003,3.2
2004,2.8
2005,1.1
2006,0.7
2007,0.5
2008,0.1
2009,0.3
2010,0.1
2011,0.1
2012,0.1
2013,0.1
2014,0
2015,0.3
2016,0.2
2017,0.1
2018,0.2
2019,0.2
2020,0
2021,..
2022,..
2023,..
2024,..
2025,..
