Year,Value
1960,..
1961,..
1962,..
1963,..
1964,..
1965,..
1966,..
1967,..
1968,..
1969,..
1970,..
1971,..
1972,..
1973,..
1974,..
1975,..
1976,..
1977,..
1978,..
1979,..
1980,..
1981,..
1982,..
1983,..
1984,..
1985,..
1986,..
1987,..
1988,..
1989,..
1990,..
1991,..
1992,..
1993,..
1994,..
1995,..
1996,..
1997,..
1998,..
1999,..
2000,..
2001,..
2002,..
2003,..
2004,..
2005,..
2006,..
2007,35.7189585249539
2008,32.0475023401573
2009,32.5724217739723
2010,32.5379233464207
2011,29.2294380116432
2012,28.7575724741986
2013,27.3374068397483
2014,23.1717604548537
2015,24.8561996169622
2016,26.8285281962227
2017,24.8238226281998
2018,16.8638077580953
2019,16.9733873500736
2020,10.4858106999742
2021,13.9826458674353
2022,13.95791088475
2023,..
2024,..
2025,..
